Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping
Cumulative Incident,2015,July,Unknown,Mediterranean,Unknown,9,0,9,0,1,8,0,Drowning,Central Mediterranean,"Off the coast of Ben Guerdane, southern Tunisia",IOM Tunisia and The Local,"31.6534, 31.2891",Uncategorized
Incident,2015,July,Central America,Central America,Mexico,1,0,1,0,0,1,1,Drowning,US-Mexico border crossing,"Rio Grande, near recreation centre La Playita, Reynosa, Tamaulipas, Mexico",La Prensa,"26.0342774, -98.331911",Central America
Incident,2015,July,Northern Africa,Europe,Sudan,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"French entrance to Channel Tunnel, France","BBC, The Guardian, Institute for Race Relations","50.9143, 1.80038",Western Europe
Incident,2015,July,Western / Southern Asia (P),Mediterranean,Unknown,3,15,18,19,0,0,0,Drowning,Eastern Mediterranean,Between the Greek islands of Farmakonisi and Agathonisi,IOM Greece - via Greek Authorities,"37.3511, 27.0371",Uncategorized
Incident,2015,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.05262, -112.47898",Northern America
Incident,2015,July,Unknown,Mediterranean,Unknown,12,0,12,106,4,0,0,Mixed or unknown,Central Mediterranean,About 40 miles north of Libya,IOM Rome and Reuters,"37.779414, 26.35341",Uncategorized
Incident,2015,July,Western Asia,Mediterranean,Syrian Arab Republic,30,0,30,0,0,0,0,Drowning,Central Mediterranean,"Off the Tunisian coast, close to the city of Kelef.",IOM Rome,"32.75, 13.7167",Uncategorized
Incident,2015,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.10445, -112.881117",Northern America
Incident,2015,July,Northern Africa,Europe,Sudan,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"Calais-Eurotunnel, France",Calais Migrant Solidarity,"51.0179, 1.47455",Western Europe
Incident,2015,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.187417, -112.812867",Northern America
Incident,2015,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Accidental death,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.866059, -112.762808",Northern America
Incident,2015,July,Western Asia,Mediterranean,Syrian Arab Republic,1,0,1,0,1,0,1,Sickness / lack of access to adequate healthcare,Central Mediterranean,Between Libya and Italy,IOM Rome,"35.7465, 14.4141",Uncategorized
Incident,2015,July,Unknown,Europe,Unknown,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Western Balkans,"M5 near border crossing at Roezke, Hungary",Hu Lala,"46.186966, 19.991362",Eastern Europe
Incident,2015,July,Unknown,Mediterranean,Unknown,100,0,100,0,0,0,0,Drowning,Central Mediterranean,"Tajoura, 10 km east of Tripoli, Libya",Migrant Report,"32.86529572, 13.092461",Uncategorized
Incident,2015,July,Western Asia,Mediterranean,Syrian Arab Republic,6,0,6,10,0,0,0,Drowning,Eastern Mediterranean,"Off the coast of the province of Canakkale, northwestern Türkiye, en route to Lesvos",IOM Greece,"39.2836, 26.5057",Uncategorized
Incident,2015,July,Southern Asia,Europe,Pakistan,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"Calais, France",Calais Migrant Solidarity,"50.9513, 1.85869",Western Europe
Incident,2015,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.9741, -112.88585",Northern America
Incident,2015,July,Eastern Africa,Europe,Eritrea,1,0,1,0,0,1,1,Drowning,English Channel to the UK,"Eurotunnel, France","Calais Migrant Solidarity, Institute for Race Relations","49.3824, 2.10938",Western Europe
Incident,2015,July,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,0,"In the sea near Mombassa, Kenya",Mixed Migration Monitoring Mechanism Initative (4mi),"-4.047485, 39.756104",Eastern Africa
Incident,2015,July,Central America,Central America,Mexico,3,0,3,0,0,3,1,Drowning,US-Mexico border crossing,"Rio Grande River near the City of Eagle Pass, Texas International Bridge No. 1. Recovered by Mexican authorities at in Coahuila. ",Eagle Pass Business Journal,"28.7053102, -100.514148",Central America
Incident,2015,July,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,0,"La Cofradía, Tlajomulco, Jalisco, Mexico",TV Azteca Jalisco,"20.056657, -104.098026",Central America
Incident,2015,July,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Sahara Desert, north of Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"19.316672, 33.031923",Northern Africa
Incident,2015,July,Eastern Africa (P),Northern Africa,Unknown,7,0,7,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Sahara Desert, beween Sudan and Libya",Mixed Migration Monitoring Mechanism Initative (4mi),"22.74454, 22.352479",Northern Africa
Incident,2015,July,Sub-Saharan Africa (P),Mediterranean,Unknown,40,0,40,0,0,0,0,Drowning,Central Mediterranean,Off the coast of Libya,Press TV,"34.2345, 14.7437",Uncategorized
Incident,2015,July,Northern Africa,Europe,Sudan,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"Found on arrival in Folkestone, on British side of Eurotunnel","Independent, Institute of Race Relations","51.0960291, 1.037927",Northern Europe
Incident,2015,July,Eastern Africa,Europe,Eritrea,1,0,1,0,1,0,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"A16 motorway, Northern France, near Channel Tunnel","The Express, Institute for Race Relations","50.0035406, 2.171916",Western Europe
Incident,2015,July,Unknown,Europe,Unknown,1,0,1,0,0,1,0,Drowning,English Channel to the UK,"Calais, France Eurotunnel site",The Express,"50.9264539, 1.796832",Western Europe
Split Incident,2015,July,Southern Asia,Mediterranean,"Bangladesh,Egypt,Nepal,Sudan,Syrian Arab Republic",14,0,14,0,0,14,0,Mixed or unknown,Central Mediterranean,Off the coast of Libya,IOM Rome,"34.2345, 14.7437",Uncategorized
Incident,2015,July,Southern Asia,Europe,Pakistan,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"Eurotunnel, France","Liberation Society, Institute for Race Relations","50.9513, 1.85869",Western Europe
Incident,2015,July,Latin America / Caribbean (P),North America,Unknown,2,0,2,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Desert near Carrizo Springs, Dimmit County, Texas, USA",0,"28.2597513, -100.245529",Northern America
Incident,2015,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"All American Canal at Central Main Check, Calexico CA, USA",Imperial County Coroner's Office,"32.6762497, -115.486683",Northern America
Incident,2015,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.2658, -113.0729",Northern America
Incident,2015,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.630183, -111.992767",Northern America
Incident,2015,July,Northern Africa,Europe,Sudan,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"Eurotunnel, France","The Guardian, Institute for Race Relations","50.9513, 1.85869",Western Europe
Incident,2015,July,Central America,Central America,Mexico,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Grande, Tamaulipas, Mexico",La Jornada,"27.4954268, -99.514468",Central America
Incident,2015,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.065733, -111.600967",Northern America
Incident,2015,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.845495, -110.61481",Northern America
Incident,2015,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.46345, -110.98145",Northern America
Incident,2015,July,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Between Ajdabiya and Tripoli, Libya",MHub,"31.3636669, 10.233956",Northern Africa
Incident,2015,July,Unknown,Northern Africa,Unknown,3,0,3,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sahara Desert, between Khartoum, Sudan and Ajdabiya, Libya",MHub,"20.424268, 26.166021",Northern Africa
Incident,2015,July,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Unspecified location, Libya",MHub,"26.239989, 12.913084",Northern Africa
Incident,2015,July,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Unspecified location, Libya",MHub,"26.239989, 12.913096",Northern Africa
Incident,2015,July,Unknown,Western Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sahara Desert, between Agadez, Niger and Sabha, Libya",MHub,"22.084283, 12.726881",Western Africa
Incident,2015,July,Unknown,Northern Africa,Unknown,2,0,2,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Unspecified location, Libya",MHub,"26.239989, 12.913084",Northern Africa
Incident,2015,July,Unknown,Northern Africa,Unknown,3,0,3,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Unspecified location, Libya",MHub,"26.239989, 12.913084",Northern Africa
Incident,2015,July,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Sahara Desert, between Hagas, Sudan and Shaidi, Libya",MHub,"19.078732, 26.165733",Northern Africa
Incident,2015,July,Unknown,Western Africa,Unknown,3,0,3,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Unspecified location, Niger",MHub,"17.607789, 8.081666",Western Africa
Incident,2015,July,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Violence,Sahara Desert crossing,"Unspecified location, Libya",MHub,"26.239989, 12.913094",Northern Africa
Incident,2015,July,Unknown,Northern Africa,Unknown,2,0,2,0,0,0,0,Violence,Sahara Desert crossing,"Unspecified location, Libya",MHub,"26.239989, 12.913084",Northern Africa
Incident,2015,August,Caribbean,South America,Cuba,1,0,1,0,0,1,0,Drowning,0,"Off shores of Acandí, Gulf of Urabá, Chocó, Colombia",El Colombiano,"8.510109, -77.27898",South America
Incident,2015,August,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.899057, -110.250004",Northern America
Incident,2015,August,Sub-Saharan Africa,Mediterranean,"Cameroon,Nigeria",4,0,4,0,0,4,0,Drowning,Western Mediterranean,Near Ceuta,AFP,"35.9272, -5.32547",Uncategorized
Incident,2015,August,Unknown,Mediterranean,Unknown,5,0,5,0,0,0,0,Mixed or unknown,Central Mediterranean,Unspecified location in the Central Mediterranean,IOM Rome,"34.9814784, 23.490954",Uncategorized
Incident,2015,August,Northern Africa,Mediterranean,Morocco,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Western Mediterranean,On board a boat from Melilla to the mainland Almeria,BBC,"36.834047, -2.463714",Uncategorized
Incident,2015,August,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Violence,0,"On a ranch near town of Trincheras, Sonora, Mexico",Infonogales,"30.39808, -111.534296",Central America
Incident,2015,August,Central America,Central America,Honduras,1,0,1,0,0,1,0,Violence,0,"Huichapan, Hidalgo, Mexico",Tiempo,"20.373733, -99.646352",Central America
Incident,2015,August,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,0,"Bocas, San Luis Potosi, Mexico",La Policiaca,"22.443927, -101.074437",Central America
Incident,2015,August,Central America,North America,Honduras,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.99746, -111.82281",Northern America
Incident,2015,August,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,1,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.23965, -111.45786",Northern America
Incident,2015,August,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,0,"Between Al Qadarif and Metama, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"13.599487, 35.630127",Northern Africa
Split Incident,2015,August,Mixed,Mediterranean,"Syrian Arab Republic,Unknown",27,200,227,373,4,2,2,Drowning,Central Mediterranean,"About 16 miles north of Libya, in the Channel of Sicily",IOM Rome,"34.289, 12.7661",Uncategorized
Incident,2015,August,South America,North America,Ecuador,1,0,1,0,0,1,0,Violence,US-Mexico border crossing,"US-Mexico border (Texas (?), county unknown)",El Mercurio,"26.2364105, -98.672701",Northern America
Incident,2015,August,Western Asia,Western Asia,Syrian Arab Republic,10,0,10,29,3,7,0,Vehicle accident / death linked to hazardous transport,0,"Turkish province of Balıkesir, presumably en route to coastal town of Ayvalık",Hurriyet Daily News,"39.315282, 26.690483",Western Asia
Incident,2015,August,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.0634, -112.5644",Northern America
